CompanyName,BusinessId,City,CompanyForm,Address,RegistrationDate
D&T Partner Oy,3121053-7,Helsinki,Osakeyhtiö (OY),"Malminrinne, 2, 00100, HELSINGFORS",2020-02-26
Star Holdings Oy,3121090-8,Helsinki,Osakeyhtiö (OY),"Aleksanterinkatu, 15, 00100, HELSINGFORS",2020-02-27
Silver Senior Oy,3121097-5,Helsinki,Osakeyhtiö (OY),"Mellstenintie, 15, 02170, ESBO",2020-03-26
Posti 4PL Contract Logistics Oy,3121164-4,Helsinki,Osakeyhtiö (OY),"Postintaival, 7, 00230, HELSINGFORS",2020-03-23
Posti 3PL Contract Logistics Oy,3121167-9,Helsinki,Osakeyhtiö (OY),"Postintaival, 7, 00230, HELSINGFORS",2020-03-23
Privyness Investing Oy,3121215-3,Helsinki,Osakeyhtiö (OY),"Vihervarpusenpolku, 1, 00730, HELSINGFORS",2020-02-27
Innowa Design Oy,3121230-5,Helsinki,Osakeyhtiö (OY),"Wallininkuja, 2, 00530, HELSINGFORS",2020-02-28
Henkilöstöpartneri Vertico 9 Oy,3121245-2,Helsinki,Osakeyhtiö (OY),"Palkkatilanportti, 1, 00240, HELSINGFORS",2020-03-05
Melbin Oy,3121258-3,Helsinki,Osakeyhtiö (OY),"Maisemamaalauksenkatu, 1, 00430, HELSINGFORS",2020-02-26
FEI DA Oy,3121285-8,Helsinki,Osakeyhtiö (OY),"Kampinkuja, 2, 00100, HELSINGFORS",2020-02-26
J.k 86 Oy,3121293-8,Helsinki,Osakeyhtiö (OY),"Teuvo Pakkalan tie, 13, 00400, HELSINGFORS",2020-02-27
Group ravintolat oy,3121314-8,Helsinki,Osakeyhtiö (OY),"urho kekkosen katu, 1, 00100, HELSINGFORS",2020-02-27
Ashunna Taksi Oy,3121324-4,Helsinki,Osakeyhtiö (OY),"Mätästie, 3, 00770, HELSINGFORS",2020-02-26
Insinööritoimisto Clancy Oy,3121335-9,Helsinki,Osakeyhtiö (OY),"Sofiankatu, 4, 00170, HELSINGFORS",2020-02-26
Kuljetus J Poutanen Oy,3121352-7,Helsinki,Osakeyhtiö (OY),"Maununnevantie, 9, 00430, HELSINGFORS",2020-02-26
Barana Oy,3121359-4,Helsinki,Osakeyhtiö (OY),"Annankatu, 31-33, 00100, HELSINGFORS",2020-02-27
Westudden Oy Ab,3121360-7,Helsinki,Osakeyhtiö (OY),"Pohjoiskaari, 15, 00200, HELSINGFORS",2020-03-09
Femkanten Holding Oy,3121367-4,Helsinki,Osakeyhtiö (OY),"Pursimiehenkatu, 7, 00150, HELSINGFORS",2020-02-27
Paulanium Oy,3121368-2,Helsinki,Osakeyhtiö (OY),"Pengerkatu, 29, 00500, HELSINGFORS",2020-02-27
Grew Oy,3121383-4,Helsinki,Osakeyhtiö (OY),"Mechelininkatu, 24, 00100, HELSINGFORS",2020-02-27
Pon & Pon Oy,3121402-8,Helsinki,Osakeyhtiö (OY),"Reino Helismaan tie, 4a, 00760, HELSINGFORS",2020-03-12
Optimitaso Oy,3121418-3,Helsinki,Osakeyhtiö (OY),"Pukinmäenaukio, 4, 00720, HELSINGFORS",2020-02-27
Qamishlo Palvelu Oy,3121425-5,Helsinki,Osakeyhtiö (OY),"Haakoninlahdenkatu, 5, 00590, HELSINGFORS",2020-02-27
Smart EcoHouses Oy,3121435-1,Helsinki,Osakeyhtiö (OY),"Aleksanterinkatu, 17, 00100, HELSINGFORS",2020-03-02
Red Carpet Film&tv Oy,3121439-4,Helsinki,Osakeyhtiö (OY),"Töölönkatu, 51, 00250, HELSINGFORS",2020-03-26
Red Carpet Design Oy,3121440-7,Helsinki,Osakeyhtiö (OY),"Töölönkatu, 51, 00250, HELSINGFORS",2020-03-27
Juli Tampereen Lamminpään Runoilija Oy,3121441-5,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Juli Tampereen Lamminpään Taiteilija Oy,3121442-3,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
NSF IV Fin NewCo 10 Oy,3121443-1,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Blue Gem Holding Oy,3121445-8,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Juli Raunistulan Puunveistäjä Oy,3121448-2,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Juli Nöykkiön Tuulenhaltija Oy,3121450-3,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Juli Nöykkiön Metsänhaltija Oy,3121451-1,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Kalasataman Mehustamo Oy,3121454-6,Helsinki,Osakeyhtiö (OY),"Työpajankatu, 10, 00580, HELSINGFORS",2020-04-14
NSF IV Logistics Aviatie 2 Holding Oy,3121493-3,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-03-19
Kontulan Metalli Oy,3121497-6,Helsinki,Osakeyhtiö (OY),"Raaseporintie, 3, 00900, HELSINGFORS",2020-02-27
Mons Capital Oy,3121512-7,Helsinki,Osakeyhtiö (OY),"Museokatu, 40, 00100, HELSINGFORS",2020-02-27
QMS Nordic Oy,3121519-4,Helsinki,Osakeyhtiö (OY),"Maistraatinportti, 1, 00240, HELSINGFORS",2020-03-06
Valloitus Oy,3121523-1,Helsinki,Osakeyhtiö (OY),"Koskustie, 4, 00410, HELSINGFORS",2020-03-11
Giralda Capital Oy,3121571-7,Helsinki,Osakeyhtiö (OY),"00131, HELSINGFORS",2020-02-28
McClean Express Oy,3121574-1,Helsinki,Osakeyhtiö (OY),"Hämeentie, 36, 00530, HELSINGFORS",2020-02-27
Miyabi Sushi Oy,3121585-6,Helsinki,Osakeyhtiö (OY),"Vattuniemenkatu, 13, 00210, HELSINGFORS",2020-02-27
Kymenlaakson Sanelupalvelu Oy,3121607-4,Helsinki,Osakeyhtiö (OY),"Itämerenkatu, 1, 00180, HELSINGFORS",2020-03-01
Veiron Oy,3121645-3,Helsinki,Osakeyhtiö (OY),"Maatullinkuja, 6, 00750, HELSINGFORS",2020-03-27
Red Fox Partners Oy,3121726-1,Helsinki,Osakeyhtiö (OY),"Erottajankatu, 9, 00130, HELSINGFORS",2020-02-27
IREVUA OY,3121731-7,Helsinki,Osakeyhtiö (OY),"Auertie, 2, 00700, HELSINGFORS",2020-02-28
XOXO Oy,3121754-4,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 11, 00120, HELSINGFORS",2020-03-02
Sound and Groove Oy,3121766-7,Helsinki,Osakeyhtiö (OY),"Kunnallisneuvoksentie, 33, 00930, HELSINGFORS",2020-02-27
MVP Capital Oy,3121771-2,Helsinki,Osakeyhtiö (OY),"Saukonpaadenranta, 20, 00180, HELSINGFORS",2020-03-27
Tampereen Kalevan Vaunuparkki Oy,3121779-8,Helsinki,Osakeyhtiö (OY),"Firdonkatu, 2, 00520, HELSINGFORS",2020-03-27
Rockshore lnvestments Oy,3121832-8,Helsinki,Osakeyhtiö (OY),"Riitankuja, 1-3, 00840, HELSINGFORS",2020-03-05
Compiler Toolchain Services Oy,3121833-6,Helsinki,Osakeyhtiö (OY),"Paciuksenkatu, 25, 00270, HELSINGFORS",2020-03-26
Magelin Oy,3121845-9,Helsinki,Osakeyhtiö (OY),"Armas Lindgrenin tie, 8, 00570, HELSINGFORS",2020-03-26
Warp Bridge Oy,3121846-7,Helsinki,Osakeyhtiö (OY),"Kalevankatu, 12, 00100, HELSINGFORS",2020-04-02
Mattila Consulting Oy,3121907-2,Helsinki,Osakeyhtiö (OY),"Vattuniemenranta, 4, 00210, HELSINGFORS",2020-02-28
Harmonia Sarviranta & Moritz Oy,3121919-5,Helsinki,Osakeyhtiö (OY),"Kaksostentie, 3, 00740, HELSINGFORS",2020-02-28
FUZION WORKS OY,3121933-9,Helsinki,Osakeyhtiö (OY),"Tehtaankatu, 18, 00140, HELSINGFORS",2020-03-20
High House Design Oy,3121942-7,Helsinki,Osakeyhtiö (OY),"Höyläämötie, 18, 00380, HELSINGFORS",2020-03-02
Sisäkonsultit Oy,3121951-5,Helsinki,Osakeyhtiö (OY),"Hakaniemenkatu, 5, 00530, HELSINGFORS",2020-03-02
J3 - Sijoitus Oy,3122026-8,Helsinki,Osakeyhtiö (OY),"Purjetuulenkuja, 9, 00850, HELSINGFORS",2020-03-10
Long Noodle Oy,3122028-4,Helsinki,Osakeyhtiö (OY),"Annankatu, 6, 00120, HELSINGFORS",2020-03-03
VVT Project Fund I GP Oy,3122031-3,Helsinki,Osakeyhtiö (OY),"Eteläesplanadi, 8, 00130, HELSINGFORS",2020-03-02
Flight Club Finland Oy,3122032-1,Helsinki,Osakeyhtiö (OY),"Humikkalantie, 10, 00920, HELSINGFORS",2020-03-03
EF Capital Oy,3122035-6,Helsinki,Osakeyhtiö (OY),"Köysikuja, 10, 00210, HELSINGFORS",2020-03-03
Halcyon Capital Oy,3122049-5,Helsinki,Osakeyhtiö (OY),"Pohjoinen Makasiinikatu, 6, 00130, HELSINGFORS",2020-03-03
Medessi Oy,3122060-4,Helsinki,Osakeyhtiö (OY),"Luoteisväylä, 21, 00200, HELSINGFORS",2020-03-03
Pasfalttin Oy,3122064-7,Helsinki,Osakeyhtiö (OY),"Meri-rastilan tie, 5, 00980, HELSINGFORS",2020-03-03
SPEEDFIN OY,3122091-1,Helsinki,Osakeyhtiö (OY),"Kastelholmantie, 2, 00900, HELSINGFORS",2020-03-24
Lux Medicus Finland Oy,3122119-9,Helsinki,Osakeyhtiö (OY),"Fredrikinkatu, 64, 00100, HELSINGFORS",2020-04-03
Cembe Finland Oy,3122194-9,Helsinki,Osakeyhtiö (OY),"Sepänkatu, 19, 00150, HELSINGFORS",2020-03-03
Jestron Automation Finland Oy,3122234-3,Helsinki,Osakeyhtiö (OY),"Särkiniementie, 5, 00210, HELSINGFORS",2020-03-03
Elek Oy,3122261-8,Helsinki,Osakeyhtiö (OY),"Reginankuja, 3, 00810, HELSINGFORS",2020-03-03
1716 Du Xiaobo Oy,3122286-1,Helsinki,Osakeyhtiö (OY),"Näyttelijäntie, 14, 00400, HELSINGFORS",2020-03-03
Nordic Quality Solution Oy,3122291-7,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 29, 00250, HELSINGFORS",2020-03-11
A4Com Oy,3122293-3,Helsinki,Osakeyhtiö (OY),"Arinatie, 4, 00370, HELSINGFORS",2020-03-03
Kiinteistö Oy Espoon Kirstinpiha 3,3122309-8,Helsinki,Osakeyhtiö (OY),"Annankatu, 12, 00120, HELSINGFORS",2020-03-03
DeeDay2020 Oy,3122360-2,Helsinki,Osakeyhtiö (OY),"Lasarettikuja, 3, 00300, HELSINGFORS",2020-03-04
Monster Meetings Oy,3122411-1,Helsinki,Osakeyhtiö (OY),"Itälahdenkatu, 8, 00210, HELSINGFORS",2020-03-05
TARMO Partners Oy Ltd,3122413-8,Helsinki,Osakeyhtiö (OY),"Neitsytpolku, 6, 00140, HELSINGFORS",2020-03-26
eudonnagaia Oy,3122416-2,Helsinki,Osakeyhtiö (OY),"Leikosaarentie, 12, 00980, HELSINGFORS",2020-03-05
kotisushi oy,3122427-7,Helsinki,Osakeyhtiö (OY),"jollaksentie, 13, 00840, HELSINGFORS",2020-03-05
Maihe Oy,3122444-5,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-04-09
JJN Lindgren Oy,3122485-9,Helsinki,Osakeyhtiö (OY),"Hernesaarenranta, 13, 00150, HELSINGFORS",2020-03-31
Winter Blazing Sun Oy,3122526-1,Helsinki,Osakeyhtiö (OY),"Urho Kekkosen katu, 4-6, 00100, HELSINGFORS",2020-05-20
BOA Capital Oy,3122577-1,Helsinki,Osakeyhtiö (OY),"Kanavakatu, 3, 00160, HELSINGFORS",2020-03-09
Real Soul Food Oy,3122611-7,Helsinki,Osakeyhtiö (OY),"Lahnaruohontie, 3, 00200, HELSINGFORS",2020-03-09
Coco Holding Oy,3122618-4,Helsinki,Osakeyhtiö (OY),"Firdonkatu, 2, 00520, HELSINGFORS",2020-04-09
Poseidon Ventures Oy,3122647-5,Helsinki,Osakeyhtiö (OY),"Valhallankatu, 14, 00250, HELSINGFORS",2020-03-06
ibake Oy,3122664-3,Helsinki,Osakeyhtiö (OY),"00121, HELSINGFORS",2020-03-31
Great Fame OY,3122694-2,Helsinki,Osakeyhtiö (OY),"Urho Kekkosen katu, 4-6, 00100, HELSINGFORS",2020-04-22
O2 Holding Oy,3122710-1,Helsinki,Osakeyhtiö (OY),"Kulmakatu, 3b, 00170, HELSINGFORS",2020-03-10
Sea and the City Oy,3122721-6,Helsinki,Osakeyhtiö (OY),"Manttaalitie, 22, 00680, HELSINGFORS",2020-03-10
Milanesi Oy,3122723-2,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 136, 00270, HELSINGFORS",2020-03-12
Major Sales Oy,3122726-7,Helsinki,Osakeyhtiö (OY),"Saariniemenkatu, 8, 00530, HELSINGFORS",2020-03-06
Indicator Solutions Oy,3122727-5,Helsinki,Osakeyhtiö (OY),"Capellan puistotie, 13, 00580, HELSINGFORS",2020-03-12
Finnrabia Oy,3122750-7,Helsinki,Osakeyhtiö (OY),"Tullivuorentie, 1, 00700, HELSINGFORS",2020-03-18
Pigeon & Viper Oy,3122757-4,Helsinki,Osakeyhtiö (OY),"Kuortaneenkatu, 5, 00520, HELSINGFORS",2020-03-11
Sage Robotics Oy,3122803-2,Helsinki,Osakeyhtiö (OY),"Kutomotie, 14, 00380, HELSINGFORS",2020-03-11
Birch & Beach Oy,3122807-5,Helsinki,Osakeyhtiö (OY),"Maustetehtaankatu, 5, 00990, HELSINGFORS",2020-03-11
Perhe Go Oy,3122814-7,Helsinki,Osakeyhtiö (OY),"Turkhaudantie, 5, 00700, HELSINGFORS",2020-03-25
Meritasi LKV Oy,3122828-6,Helsinki,Osakeyhtiö (OY),"Laivurinrinne, 1, 00120, HELSINGFORS",2020-03-23
Lauri Haav Oy,3122838-2,Helsinki,Osakeyhtiö (OY),"Albertinkatu, 46, 00180, HELSINGFORS",2020-03-30
Anarky Labs Oy,3122840-3,Helsinki,Osakeyhtiö (OY),"Lapinlahdenkatu, 16, 00180, HELSINGFORS",2020-03-11
Tilitoimisto Sinica Oy,3122857-7,Helsinki,Osakeyhtiö (OY),"Rahakamarinportti, 3, 00240, HELSINGFORS",2020-03-11
Solu Development Oy,3122866-5,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-03-06
Helsingin Perintöoikeus Oy,3122892-1,Helsinki,Osakeyhtiö (OY),"Käpyläntie, 6, 00610, HELSINGFORS",2020-03-11
Chiron Solutions Oy,3122903-5,Helsinki,Osakeyhtiö (OY),"Uutiskatu, 3, 00240, HELSINGFORS",2020-03-13
Arvema Oy,3122910-7,Helsinki,Osakeyhtiö (OY),"Tulvaniityntie, 4, 00650, HELSINGFORS",2020-03-11
Avtomatika Oy,3122916-6,Helsinki,Osakeyhtiö (OY),"Hämeentie, 14, 00530, HELSINGFORS",2020-04-06
UusioDuo Oy,3122918-2,Helsinki,Osakeyhtiö (OY),"Nousiaistentie, 3, 00280, HELSINGFORS",2020-03-11
MM Grupp Oy,3122948-1,Helsinki,Osakeyhtiö (OY),"Von Daehnin katu, 7, 00790, HELSINGFORS",2020-03-31
1717 Shahzaib Khokhar Oy,3122995-9,Helsinki,Osakeyhtiö (OY),"Kylänvanhimmantie, 29, 00640, HELSINGFORS",2020-03-12
Oy Ideatank Ltd,3123053-8,Helsinki,Osakeyhtiö (OY),"Poijukuja, 5, 00980, HELSINGFORS",2020-03-12
Suomen tuotantopalvelu Oy,3123063-4,Helsinki,Osakeyhtiö (OY),"Levytie, 6, 00880, HELSINGFORS",2020-03-05
Hampaasi Herttoniemi Oy,3123083-7,Helsinki,Osakeyhtiö (OY),"Insinöörinkatu, 2, 00880, HELSINGFORS",2020-03-26
Muptax oy,3123100-4,Helsinki,Osakeyhtiö (OY),"Jyrkännekuja, 4, 00940, HELSINGFORS",2020-03-11
MLAB& Oy,3123103-9,Helsinki,Osakeyhtiö (OY),"Pormestarinrinne, 2, 00160, HELSINGFORS",2020-03-13
Susotaksi Oy,3123106-3,Helsinki,Osakeyhtiö (OY),"Kivensilmänkuja, 2, 00920, HELSINGFORS",2020-03-11
Frame Rate Oy,3123156-5,Helsinki,Osakeyhtiö (OY),"Lauri Mikonpojan tie, 9, 00840, HELSINGFORS",2020-03-12
Folksoft Oy,3123171-7,Helsinki,Osakeyhtiö (OY),"Malagankatu, 6, 00220, HELSINGFORS",2020-03-16
Raumannus Oy,3123173-3,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 7, 00120, HELSINGFORS",2020-03-16
EMS Capital Oy,3123174-1,Helsinki,Osakeyhtiö (OY),"Kasarmikatu, 36, 00130, HELSINGFORS",2020-03-24
1715 Alireza Jafari Oy,3123177-6,Helsinki,Osakeyhtiö (OY),"Itäkatu, 1-5, 00930, HELSINGFORS",2020-03-16
AFK.events Oy,3123178-4,Helsinki,Osakeyhtiö (OY),"Puolaharju, 43, 00930, HELSINGFORS",2020-03-31
32F Entertainment Oy,3123189-9,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 20, 00100, HELSINGFORS",2020-03-16
Suomen Kilpailuta Palvelut Oy,3123192-8,Helsinki,Osakeyhtiö (OY),"Kipinäkatu, 2, 70620, KUOPIO",2020-05-04
Gutly Foods Oy,3123202-3,Helsinki,Osakeyhtiö (OY),"Latokartanonkaari, 3, 00790, HELSINGFORS",2020-03-12
JJP Holding Oy,3123203-1,Helsinki,Osakeyhtiö (OY),"Pohjoinen Hesperiankatu, 15, 00260, HELSINGFORS",2020-03-05
Kierto & Ilmaus Oy,3123210-3,Helsinki,Osakeyhtiö (OY),"Torkkelinkuja, 24, 00500, HELSINGFORS",2020-03-12
Muuvin Solutions Oy,3123215-4,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 19-21, 00120, HELSINGFORS",2020-03-12
Contentleo Oy,3123221-8,Helsinki,Osakeyhtiö (OY),"Angervotie, 10, 00320, HELSINGFORS",2020-03-12
Parturi-Kampaamo Hiukset Oy,3123224-2,Helsinki,Osakeyhtiö (OY),"Hämeentie, 54-56, 00500, HELSINGFORS",2020-03-12
MustRead Executive Oy,3123259-2,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 25, 00180, HELSINGFORS",2020-03-20
Emännät Isännöinti Oy,3123299-8,Helsinki,Osakeyhtiö (OY),"Topeliuksenkatu, 13, 00250, HELSINGFORS",2020-03-12
Unikuntoon Oy,3123359-5,Helsinki,Osakeyhtiö (OY),"Höyläämötie, 7, 00380, HELSINGFORS",2020-04-03
Meloni Management Oy,3123361-6,Helsinki,Osakeyhtiö (OY),"Katajanokanranta, 17, 00160, HELSINGFORS",2020-03-23
Taivaskallion konsultointi Oy,3123390-7,Helsinki,Osakeyhtiö (OY),"Nastolantie, 11, 00600, HELSINGFORS",2020-03-13
RESALE Oy,3123406-1,Helsinki,Osakeyhtiö (OY),"Kiskontie, 22, 00280, HELSINGFORS",2020-03-13
DADA club Oy,3123417-6,Helsinki,Osakeyhtiö (OY),"Pitäjänmäentie, 14, 00380, HELSINGFORS",2020-03-16
Teamspective Oy,3123427-2,Helsinki,Osakeyhtiö (OY),"Lapinlahdenkatu, 16, 00180, HELSINGFORS",2020-03-31
Redin Works Oy,3123434-4,Helsinki,Osakeyhtiö (OY),"00561, HELSINGFORS",2020-03-16
Solveig Co. Oy,3123445-9,Helsinki,Osakeyhtiö (OY),"Mäkelänkatu, 43, 00550, HELSINGFORS",2020-03-19
VIVEPARK Oy,3123462-7,Helsinki,Osakeyhtiö (OY),"Rusthollarinkuja, 1, 00910, HELSINGFORS",2020-03-15
THPsykoterapia Oy,3123463-5,Helsinki,Osakeyhtiö (OY),"Hämeentie, 27, 00500, HELSINGFORS",2020-03-16
Capitevo Oy,3123488-9,Helsinki,Osakeyhtiö (OY),"Soittajantie, 2, 00420, HELSINGFORS",2020-03-13
Asianajotoimisto Kallioniemi Oy,3123522-4,Helsinki,Osakeyhtiö (OY),"Pohjoinen Hesperiankatu, 15, 00260, HELSINGFORS",2020-03-18
Future Tek Oy,3123547-8,Helsinki,Osakeyhtiö (OY),"Ratamestarinkatu, 7, 00520, HELSINGFORS",2020-03-16
Branched Out Consulting Oy,3123556-6,Helsinki,Osakeyhtiö (OY),"Palstakuja, 10, 00630, HELSINGFORS",2020-03-13
Fiuretum Services Oy,3123560-3,Helsinki,Osakeyhtiö (OY),"00671, HELSINGFORS",2020-03-13
Springi Oy,3123573-4,Helsinki,Osakeyhtiö (OY),"Pietarinkatu, 2, 00140, HELSINGFORS",2020-03-16
Nusaybin oy,3123576-9,Helsinki,Osakeyhtiö (OY),"porthaninkatu, 7, 00530, HELSINGFORS",2020-03-13
Reddie Marketing Oy,3123595-3,Helsinki,Osakeyhtiö (OY),"Hämeentie, 34, 00530, HELSINGFORS",2020-03-13
Handlarfinans Oy,3123673-7,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 42, 00260, HELSINGFORS",2020-04-06
Holding Asta ja Tapio Oy,3123726-2,Helsinki,Osakeyhtiö (OY),"Lehtovuorenkatu, 5, 00390, HELSINGFORS",2020-08-31
Hairartist Ida Kolari Oy,3123738-5,Helsinki,Osakeyhtiö (OY),"Merimiehenkatu, 28, 00150, HELSINGFORS",2020-04-09
Suomen Tilakehitys Oy,3123766-8,Helsinki,Osakeyhtiö (OY),"Jaalaranta, 6, 00180, HELSINGFORS",2020-03-17
Ingur Oy,3123790-8,Helsinki,Osakeyhtiö (OY),"00121, HELSINGFORS",2020-05-04
PHM Group TopCo Oy,3123809-7,Helsinki,Osakeyhtiö (OY),"Takomotie, 1-3, 00380, HELSINGFORS",2020-03-06
PHM Group Oy,3123812-6,Helsinki,Osakeyhtiö (OY),"Takomotie, 1-3, 00380, HELSINGFORS",2020-03-06
Joja Invest Oy,3123850-5,Helsinki,Osakeyhtiö (OY),"Merikannontie, 5, 00260, HELSINGFORS",2020-03-06
Route 77 Food Oy,3123902-2,Helsinki,Osakeyhtiö (OY),"Ruonasalmentie, 17, 00830, HELSINGFORS",2020-03-17
Chief Executive Search Helsinki Oy,3123905-7,Helsinki,Osakeyhtiö (OY),"Töölönkatu, 4, 00100, HELSINGFORS",2020-03-19
Kitchen Confidential Oy,3123908-1,Helsinki,Osakeyhtiö (OY),"Kalevankatu, 28, 00100, HELSINGFORS",2020-03-16
Liten Group Oy,3123920-9,Helsinki,Osakeyhtiö (OY),"Solvikinkatu, 5, 00990, HELSINGFORS",2020-03-16
Jalava Group Oy,3123921-7,Helsinki,Osakeyhtiö (OY),"Linnanrakentajantie, 4, 00810, HELSINGFORS",2020-03-16
Uracca Oy,3124036-5,Helsinki,Osakeyhtiö (OY),"Agronominkatu, 4, 00790, HELSINGFORS",2020-03-16
Vuo pkg Oy,3124038-1,Helsinki,Osakeyhtiö (OY),"Vuosaarentie, 8, 00980, HELSINGFORS",2020-03-16
HEL Yes Oy,3124043-7,Helsinki,Osakeyhtiö (OY),"Katariinankatu, 4, 00170, HELSINGFORS",2020-04-03
Kuningas Vanda forsen Top Holding Oy,3124052-5,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 1-5, 00120, HELSINGFORS",2020-03-06
Aito Ventures Oy,3124061-3,Helsinki,Osakeyhtiö (OY),"Castréninkatu, 10, 00530, HELSINGFORS",2020-03-16
Aito Talotekniikka Oy,3124062-1,Helsinki,Osakeyhtiö (OY),"Kutojantie, 6-8, 02630, ESBO",2020-03-24
Gaosheng Oy,3124072-8,Helsinki,Osakeyhtiö (OY),"Hietalahdenkatu, 9, 00180, HELSINGFORS",2020-03-16
paintingsPLUS Oy,3124079-5,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 40, 00180, HELSINGFORS",2020-03-18
Trashless Oy,3124088-3,Helsinki,Osakeyhtiö (OY),"Hietalahdenranta, 17, 00180, HELSINGFORS",2020-03-16
Anjal Oy,3124108-5,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 23, 00250, HELSINGFORS",2020-04-01
Chips & Bricks Oy,3124115-7,Helsinki,Osakeyhtiö (OY),"Pälkäneentie, 1, 00510, HELSINGFORS",2020-03-17
Chyd Oy,3124130-9,Helsinki,Osakeyhtiö (OY),"Pieni Roobertinkatu, 4-6, 00130, HELSINGFORS",2020-03-24
Zipline Web Experiences Oy,3124140-5,Helsinki,Osakeyhtiö (OY),"Maistraatinkatu, 8, 00240, HELSINGFORS",2020-03-17
Js Sales Oy,3124147-2,Helsinki,Osakeyhtiö (OY),"Vuorikatu, 16, 00100, HELSINGFORS",2020-03-16
Hidden Games Oy,3124158-7,Helsinki,Osakeyhtiö (OY),"Kauppaneuvoksentie, 14, 00200, HELSINGFORS",2020-03-16
JH Productions Oy,3124166-7,Helsinki,Osakeyhtiö (OY),"Matruusinkatu, 3, 00160, HELSINGFORS",2020-03-17
Carbon Origami Oy,3124165-9,Helsinki,Osakeyhtiö (OY),"Svanströmintie, 13, 00840, HELSINGFORS",2020-03-16
Superbrain Oy,3124196-6,Helsinki,Osakeyhtiö (OY),"Äestäjäntie, 16, 00390, HELSINGFORS",2020-03-19
KojuKirppis Oy,3124202-9,Helsinki,Osakeyhtiö (OY),"Maunulantie, 19, 00630, HELSINGFORS",2020-03-17
Etevin Group Oy,3124204-5,Helsinki,Osakeyhtiö (OY),"Sorolantie, 1, 00420, HELSINGFORS",2020-03-17
UIE Management Oy,3124251-2,Helsinki,Osakeyhtiö (OY),"Kasarmikatu, 27, 00130, HELSINGFORS",2020-03-09
Kiinteistö Oy Åbyntie 5-6 tontti,3124253-9,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-03-09
1718 Amena Sheyh Oy,3124259-8,Helsinki,Osakeyhtiö (OY),"Asaemanaukio, 1, 04200, KERAVA",2020-03-17
Puistolakoti Oy,3124353-1,Helsinki,Osakeyhtiö (OY),"Kanervatie, 6, 00730, HELSINGFORS",2020-03-18
Wiener Investments Oy,3124373-4,Helsinki,Osakeyhtiö (OY),"Erottajankatu, 2, 00120, HELSINGFORS",2020-03-17
Wiener Capital Oy,3124379-3,Helsinki,Osakeyhtiö (OY),"Erottajankatu, 2, 00120, HELSINGFORS",2020-03-17
Nordac Ltd Oy,3124394-5,Helsinki,Osakeyhtiö (OY),"Annankatu, 31-33, 00100, HELSINGFORS",2020-04-28
NP Taksi Oy,3124400-8,Helsinki,Osakeyhtiö (OY),"Keinutie, 3, 00940, HELSINGFORS",2020-03-17
Kakadu Estate & Investments Oy,3124408-3,Helsinki,Osakeyhtiö (OY),"Kaikukatu, 2, 00530, HELSINGFORS",2020-03-20
Aadler Group OY,3124414-7,Helsinki,Osakeyhtiö (OY),"Linnanrakentajantie, 2, 00880, HELSINGFORS",2020-03-17
BC Health Club Oy,3124427-8,Helsinki,Osakeyhtiö (OY),"Myllytie, 2, 00140, HELSINGFORS",2020-04-14
Almati Oy,3124430-7,Helsinki,Osakeyhtiö (OY),"Kauppalantie, 22, 00320, HELSINGFORS",2020-03-17
Power Events Oy,3124436-6,Helsinki,Osakeyhtiö (OY),"Aleksanterinkatu, 17, 00100, HELSINGFORS",2020-03-16
Wiener Holding Oy,3124437-4,Helsinki,Osakeyhtiö (OY),"Erottajankatu, 2, 00120, HELSINGFORS",2020-03-16
